Dgv_Oil_Time1
,3.59 ,3.78 ,4.03 ,3.78 ,2.86 ,2.83 ,2.85 ,3.1  ,2.9  ,3.46 ,3.39 ,2.35 ,2.17 ,1.29 ,2.4  ,1.98 ,1.71 ,1.79 ,1.66 ,1.73 ,1.6  ,1.47 ,1.41 ,1.34 ,1.22 ,1.09 ,1.02 ,0.96 ,0.83 ,0.77 
,4.22 ,4.35 ,3.9  ,3.24 ,3.13 ,2.54 ,2.34 ,2.63 ,2.3  ,2.93 ,2.85 ,2.22 ,1.73 ,1.12 ,2.66 ,1.92 ,1.73 ,1.66 ,1.54 ,1.47 ,1.34 ,1.22 ,1.15 ,1.02 ,0.9  ,0.83 ,0.7  ,0.58 ,0.51 ,0.38 
,3.46 ,2.88 ,2.6  ,2.73 ,2.71 ,2.41 ,1.84 ,2.05 ,1.98 ,1.98 ,2.85 ,2.75 ,1.86 ,0.51 ,2.13 ,1.73 ,1.28 ,1.22 ,1.09 ,1.09 ,0.96 ,0.9  ,0.77 ,0.7  ,0.64 ,0.51 ,0.45 ,0.38 ,0.26 ,0.19 
,3.55 ,2.63 ,2.47 ,1.77 ,2.01 ,2.18 ,2.52 ,2.78 ,2.79 ,3.18 ,3.1  ,2.48 ,2.4  ,0.62 ,2.04 ,1.86 ,1.86 ,1.28 ,1.78 ,1.78 ,1.69 ,1.22 ,1.22 ,1.15 ,1.15 ,1.15 ,1.09 ,1.09 ,1.02 ,1.02 
Dgv_Oil_Time2
,9.09 ,9.09 ,9.09 ,9.09 ,7.36 ,7.04 ,5.95 ,5.89 ,6.02 ,6.27 ,6.59 ,7.62 ,7.74 ,8    ,7.81 ,8.06 ,8    ,8.19 ,8.51 ,8    ,7.94 ,7.68 ,7.68 ,7.23 ,7.23 ,6.78 ,6.59 ,6.98 ,6.59 ,6.59 
,8.9  ,8.9  ,8.9  ,8.9  ,7.36 ,7.04 ,5.95 ,5.89 ,6.02 ,6.27 ,6.59 ,7.62 ,7.74 ,8    ,7.81 ,8.06 ,8    ,8.13 ,8.45 ,7.94 ,7.74 ,7.49 ,7.49 ,7.04 ,7.23 ,6.78 ,6.59 ,6.98 ,6.53 ,6.59 
,8.64 ,8.64 ,8.64 ,8.64 ,7.36 ,7.04 ,5.95 ,5.89 ,6.02 ,6.27 ,6.59 ,7.62 ,7.74 ,8    ,7.81 ,7.87 ,7.81 ,7.87 ,8.19 ,7.42 ,7.23 ,7.3  ,7.3  ,6.85 ,6.72 ,6.27 ,6.08 ,6.53 ,5.95 ,6.08 
,8.45 ,8.45 ,8.45 ,8.45 ,7.36 ,7.04 ,5.95 ,5.89 ,6.02 ,6.27 ,6.59 ,7.42 ,7.55 ,7.74 ,7.74 ,7.49 ,7.42 ,7.49 ,7.81 ,7.3  ,7.04 ,6.91 ,6.91 ,6.46 ,6.14 ,5.7  ,5.5  ,5.76 ,5.76 ,6.21 
,8.58 ,8.58 ,8.58 ,8.58 ,7.36 ,7.04 ,5.95 ,5.89 ,6.02 ,6.27 ,6.59 ,7.3  ,7.42 ,7.68 ,7.62 ,6.98 ,6.91 ,6.98 ,7.23 ,6.72 ,7.04 ,6.98 ,6.72 ,6.27 ,5.95 ,5.5  ,5.31 ,6.02 ,5.89 ,6.27 
,8.38 ,8.38 ,8.38 ,8.38 ,7.36 ,7.04 ,5.95 ,5.95 ,6.08 ,6.4  ,6.59 ,7.04 ,7.17 ,7.36 ,7.36 ,6.66 ,6.72 ,6.78 ,6.91 ,6.21 ,6.34 ,6.27 ,6.02 ,5.57 ,5.25 ,4.61 ,4.93 ,5.12 ,5.12 ,4.99 
,8.32 ,8.32 ,8.32 ,8.32 ,7.04 ,6.72 ,5.63 ,5.63 ,5.89 ,6.27 ,6.46 ,6.78 ,6.66 ,6.59 ,6.66 ,6.14 ,6.21 ,6.08 ,6.34 ,6.02 ,5.82 ,5.82 ,5.63 ,5.18 ,4.86 ,4.22 ,4.48 ,4.54 ,4.54 ,4.42 
,8.13 ,8.13 ,8.13 ,8    ,6.85 ,6.53 ,5.31 ,5.38 ,5.38 ,6.08 ,5.89 ,5.82 ,5.76 ,5.7  ,5.5  ,5.25 ,5.12 ,4.99 ,5.25 ,5.12 ,5.12 ,4.99 ,4.8  ,4.35 ,4.03 ,3.52 ,3.9  ,3.9  ,1.92 ,2.11 
,7.36 ,7.36 ,7.36 ,7.36 ,6.85 ,6.14 ,5.25 ,4.86 ,4.67 ,4.8  ,4.67 ,4.48 ,4.54 ,4.48 ,4.35 ,4.03 ,3.9  ,3.9  ,4.35 ,4.22 ,4.22 ,4.1  ,3.9  ,3.65 ,3.33 ,3.58 ,2.43 ,2.3  ,2.18 ,2.11 
,6.21 ,5.82 ,5.63 ,5.44 ,5.25 ,5.12 ,4.54 ,4.16 ,3.9  ,3.9  ,3.78 ,3.58 ,3.52 ,3.65 ,3.52 ,3.65 ,3.9  ,4.1  ,3.9  ,3.71 ,3.52 ,3.39 ,3.2  ,3.01 ,2.82 ,2.62 ,2.18 ,2.05 ,2.05 ,1.98 
,5.31 ,5.12 ,4.16 ,3.84 ,4.03 ,3.58 ,3.52 ,3.2  ,3.07 ,3.14 ,2.82 ,2.82 ,2.75 ,2.43 ,2.43 ,2.24 ,2.11 ,2.37 ,2.37 ,2.24 ,1.92 ,1.92 ,1.92 ,2.05 ,1.98 ,1.98 ,1.98 ,1.98 ,1.98 ,1.98 
,4.61 ,4.35 ,3.84 ,3.52 ,3.65 ,3.46 ,3.2  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,2.11 ,2.11 ,2.11 ,2.11 
,4.35 ,3.65 ,2.82 ,2.69 ,2.43 ,2.11 ,1.92 ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.41 ,1.41 ,1.41 ,1.41 
,5.25 ,2.88 ,2.82 ,2.82 ,2.82 ,2.82 ,2.43 ,2.11 ,1.73 ,1.66 ,1.41 ,1.22 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 
Dgv_Oil_Time3
,9.09 ,9.09 ,9.09 ,9.09 ,7.36 ,7.04 ,5.95 ,5.89 ,6.02 ,6.27 ,6.59 ,7.62 ,7.74 ,8    ,7.81 ,8.06 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 
,8.9  ,8.9  ,8.9  ,8.9  ,7.36 ,7.04 ,5.95 ,5.89 ,6.02 ,6.27 ,6.59 ,7.62 ,7.74 ,8    ,7.81 ,8.06 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 
,8.64 ,8.64 ,8.64 ,8.64 ,7.36 ,7.04 ,5.95 ,5.89 ,6.02 ,6.27 ,6.59 ,7.62 ,7.74 ,8    ,7.81 ,7.87 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 
,8.45 ,8.45 ,8.45 ,8.45 ,7.36 ,7.04 ,5.95 ,5.89 ,6.02 ,6.27 ,6.59 ,7.42 ,7.55 ,7.74 ,7.74 ,7.49 ,7.42 ,7.49 ,7.81 ,7.3  ,7.04 ,6.91 ,6.91 ,6.46 ,6.14 ,5.7  ,5.5  ,5.76 ,5.76 ,6.21 
,8.58 ,8.58 ,8.58 ,8.58 ,7.36 ,7.04 ,5.95 ,5.89 ,6.02 ,6.27 ,6.59 ,7.3  ,7.42 ,7.68 ,7.62 ,6.98 ,6.91 ,6.98 ,7.23 ,6.72 ,7.04 ,6.98 ,6.72 ,6.27 ,5.95 ,5.5  ,5.31 ,6.02 ,5.89 ,6.27 
,8.38 ,8.38 ,8.38 ,8.38 ,7.36 ,7.04 ,5.95 ,5.95 ,6.08 ,6.4  ,6.59 ,7.04 ,7.17 ,7.36 ,7.36 ,6.66 ,6.72 ,6.78 ,6.91 ,6.21 ,6.34 ,6.27 ,6.02 ,5.57 ,5.25 ,4.61 ,4.93 ,5.12 ,5.12 ,4.99 
,8.32 ,8.32 ,8.32 ,8.32 ,7.04 ,6.72 ,5.63 ,5.63 ,5.89 ,6.27 ,6.46 ,6.78 ,6.66 ,6.59 ,6.66 ,6.14 ,6.21 ,6.08 ,6.34 ,6.02 ,5.82 ,5.82 ,5.63 ,5.18 ,4.86 ,4.22 ,4.48 ,4.54 ,4.54 ,4.42 
,8.13 ,8.13 ,8.13 ,8    ,6.85 ,6.53 ,5.31 ,5.38 ,5.38 ,6.08 ,5.89 ,5.82 ,5.76 ,5.7  ,5.5  ,5.25 ,5.12 ,4.99 ,5.25 ,5.12 ,5.12 ,4.99 ,4.8  ,4.35 ,4.03 ,3.52 ,3.9  ,3.9  ,1.92 ,2.11 
,7.36 ,7.36 ,7.36 ,7.36 ,6.85 ,6.14 ,5.25 ,4.86 ,4.67 ,4.8  ,4.67 ,4.48 ,4.54 ,4.48 ,4.35 ,4.03 ,3.9  ,3.9  ,4.35 ,4.22 ,4.22 ,4.1  ,3.9  ,3.65 ,3.33 ,3.58 ,2.43 ,2.3  ,2.18 ,2.11 
,6.21 ,5.82 ,5.63 ,5.44 ,5.25 ,5.12 ,4.54 ,4.16 ,3.9  ,3.9  ,3.78 ,3.58 ,3.52 ,3.65 ,3.52 ,3.65 ,3.9  ,4.1  ,3.9  ,3.71 ,3.52 ,3.39 ,3.2  ,3.01 ,2.82 ,2.62 ,2.18 ,2.05 ,2.05 ,1.98 
,5.31 ,5.12 ,4.16 ,3.84 ,4.03 ,3.58 ,3.52 ,3.2  ,3.07 ,3.14 ,2.82 ,2.82 ,2.75 ,2.43 ,2.43 ,2.24 ,2.11 ,2.37 ,2.37 ,2.24 ,1.92 ,1.92 ,1.92 ,2.05 ,1.98 ,1.98 ,1.98 ,1.98 ,1.98 ,1.98 
,4.61 ,4.35 ,3.84 ,3.52 ,3.65 ,3.46 ,3.2  ,2.82 ,2.56 ,2.43 ,2.18 ,2.05 ,1.86 ,1.73 ,1.73 ,1.28 ,1.09 ,0.96 ,1.28 ,1.15 ,1.54 ,1.54 ,1.54 ,1.54 ,2.11 ,2.11 ,2.11 ,2.11 ,2.11 ,2.11 
,4.35 ,3.65 ,2.82 ,2.69 ,2.43 ,2.11 ,1.92 ,1.86 ,1.66 ,1.6  ,1.6  ,1.6  ,1.92 ,1.73 ,1.73 ,1.73 ,1.73 ,1.6  ,1.54 ,1.41 ,1.41 ,1.41 ,1.41 ,1.41 ,1.41 ,1.41 ,1.41 ,1.41 ,1.41 ,1.41 
,5.25 ,2.88 ,2.82 ,2.82 ,2.82 ,2.82 ,2.43 ,2.11 ,1.73 ,1.66 ,1.41 ,1.22 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 
Dgv_Oil_Time4
,9.09 ,9.09 ,9.09 ,9.09 ,7.36 ,7.04 ,5.95 ,5.89 ,6.02 ,6.27 ,6.59 ,7.62 ,7.74 ,8    ,7.81 ,8.06 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 
,8.9  ,8.9  ,8.9  ,8.9  ,7.36 ,7.04 ,5.95 ,5.89 ,6.02 ,6.27 ,6.59 ,7.62 ,7.74 ,8    ,7.81 ,8.06 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 
,8.64 ,8.64 ,8.64 ,8.64 ,7.36 ,7.04 ,5.95 ,5.89 ,6.02 ,6.27 ,6.59 ,7.62 ,7.74 ,8    ,7.81 ,7.87 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 ,5.38 
,8.45 ,8.45 ,8.45 ,8.45 ,7.36 ,7.04 ,5.95 ,5.89 ,6.02 ,6.27 ,6.59 ,7.42 ,7.55 ,7.74 ,7.74 ,7.49 ,7.42 ,7.49 ,7.81 ,7.3  ,7.04 ,6.91 ,6.91 ,6.46 ,6.14 ,5.7  ,5.5  ,5.76 ,5.76 ,6.21 
,8.58 ,8.58 ,8.58 ,8.58 ,7.36 ,7.04 ,5.95 ,5.89 ,6.02 ,6.27 ,6.59 ,7.3  ,7.42 ,7.68 ,7.62 ,6.98 ,6.91 ,6.98 ,7.23 ,6.72 ,7.04 ,6.98 ,6.72 ,6.27 ,5.95 ,5.5  ,5.31 ,6.02 ,5.89 ,6.27 
,8.38 ,8.38 ,8.38 ,8.38 ,7.36 ,7.04 ,5.95 ,5.95 ,6.08 ,6.4  ,6.59 ,7.04 ,7.17 ,7.36 ,7.36 ,6.66 ,6.72 ,6.78 ,6.91 ,6.21 ,6.34 ,6.27 ,6.02 ,5.57 ,5.25 ,4.61 ,4.93 ,5.12 ,5.12 ,4.99 
,8.32 ,8.32 ,8.32 ,8.32 ,7.04 ,6.72 ,5.63 ,5.63 ,5.89 ,6.27 ,6.46 ,6.78 ,6.66 ,6.59 ,6.66 ,6.14 ,6.21 ,6.08 ,6.34 ,6.02 ,5.82 ,5.82 ,5.63 ,5.18 ,4.86 ,4.22 ,4.48 ,4.54 ,4.54 ,4.42 
,8.13 ,8.13 ,8.13 ,8    ,6.85 ,6.53 ,5.31 ,5.38 ,5.38 ,6.08 ,5.89 ,5.82 ,5.76 ,5.7  ,5.5  ,5.25 ,5.12 ,4.99 ,5.25 ,5.12 ,5.12 ,4.99 ,4.8  ,4.35 ,4.03 ,3.52 ,3.9  ,3.9  ,1.92 ,2.11 
,7.36 ,7.36 ,7.36 ,7.36 ,6.85 ,6.14 ,5.25 ,4.86 ,4.67 ,4.8  ,4.67 ,4.48 ,4.54 ,4.48 ,4.35 ,4.03 ,3.9  ,3.9  ,4.35 ,4.22 ,4.22 ,4.1  ,3.9  ,3.65 ,3.33 ,3.58 ,2.43 ,2.3  ,2.18 ,2.11 
,6.21 ,5.82 ,5.63 ,5.44 ,5.25 ,5.12 ,4.54 ,4.16 ,3.9  ,3.9  ,3.78 ,3.58 ,3.52 ,3.65 ,3.52 ,3.65 ,3.9  ,4.1  ,3.9  ,3.71 ,3.52 ,3.39 ,3.2  ,3.01 ,2.82 ,2.62 ,2.18 ,2.05 ,2.05 ,1.98 
,5.31 ,5.12 ,4.16 ,3.84 ,4.03 ,3.58 ,3.52 ,3.2  ,3.07 ,3.14 ,2.82 ,2.82 ,2.75 ,2.43 ,2.43 ,2.24 ,2.11 ,2.37 ,2.37 ,2.24 ,1.92 ,1.92 ,1.92 ,2.05 ,1.98 ,1.98 ,1.98 ,1.98 ,1.98 ,1.98 
,4.61 ,4.35 ,3.84 ,3.52 ,3.65 ,3.46 ,3.2  ,2.82 ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,2.11 ,2.11 ,2.11 
,4.35 ,3.65 ,2.82 ,2.69 ,2.43 ,2.11 ,1.92 ,1.86 ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.6  ,1.41 ,1.41 ,1.41 
,5.25 ,2.88 ,2.82 ,2.82 ,2.82 ,2.82 ,2.43 ,2.11 ,1.73 ,1.66 ,1.41 ,1.22 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 ,1.02 
